0,root
1,ORG-hips
2,ORG-spine
3,ORG-chest
4,ORG-neck
5,ORG-head
11,ORG-shoulder.L
12,ORG-upper_arm.L
13,ORG-forearm.L
14,ORG-hand.L
15,ORG-palm.01.L
16,ORG-f_index.01.L
17,ORG-f_index.02.L
18,ORG-f_index.03.L
23,ORG-thumb.01.L
24,ORG-thumb.02.L
25,ORG-thumb.03.L
47,ORG-palm.02.L
48,ORG-f_middle.01.L
49,ORG-f_middle.02.L
50,ORG-f_middle.03.L
64,ORG-palm.03.L
65,ORG-f_ring.01.L
66,ORG-f_ring.02.L
67,ORG-f_ring.03.L
81,ORG-palm.04.L
82,ORG-f_pinky.01.L
83,ORG-f_pinky.02.L
84,ORG-f_pinky.03.L
111,ORG-shoulder.R
112,ORG-upper_arm.R
113,ORG-forearm.R
114,ORG-hand.R
115,ORG-palm.01.R
116,ORG-f_index.01.R
117,ORG-f_index.02.R
118,ORG-f_index.03.R
123,ORG-thumb.01.R
124,ORG-thumb.02.R
125,ORG-thumb.03.R
147,ORG-palm.02.R
148,ORG-f_middle.01.R
149,ORG-f_middle.02.R
150,ORG-f_middle.03.R
164,ORG-palm.03.R
165,ORG-f_ring.01.R
166,ORG-f_ring.02.R
167,ORG-f_ring.03.R
181,ORG-palm.04.R
182,ORG-f_pinky.01.R
183,ORG-f_pinky.02.R
184,ORG-f_pinky.03.R
219,ORG-thigh.L
220,ORG-shin.L
221,ORG-foot.L
222,ORG-toe.L
226,ORG-heel.L
227,ORG-heel.02.L
235,ORG-thigh.R
236,ORG-shin.R
237,ORG-foot.R
238,ORG-toe.R
242,ORG-heel.R
243,ORG-heel.02.R
